Edad,Sexo,Carrera,Escala,Costo,Antigüedad,Marca,Tipo,RAM,Tiempo de uso,Factor importante,Publicidad,Sistema operativo,Satisfacción
18,Masculino,Ciencias Económicas y Empresariales,A,11000,1,MSI,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,3:00:00,Rendimiento,Nada influenciado,Windows,Súper satisfecho
18,Masculino,Ingeniería,B,2600,1,Acer,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,3:00:00,"Precio, Marca, Rendimiento, Portabilidad",Neutral,Windows,Súper satisfecho
18,Masculino,Computación,A,7000,5,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,23:00:00,Rendimiento,Nada influenciado,Uso las 3 ,Neutral
18,Femenino,Artes,E,3080,3,HP,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",32 GB,5:00:00,"Precio, Oferta, Marca",Neutral,Windows,Neutral
22,Femenino,Ingeniería,D,4000,4,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",64 GB,8:10:05,"Precio, Marca, Recomendación, Rendimiento",Poco influenciado,Windows,Súper satisfecho
18,Femenino,Computación,D,2500,5,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,22:35:00,"Oferta, Rendimiento, Estética",Poco influenciado,Windows,Algo satisfecho
19,Masculino,Ciencias Económicas y Empresariales,B,3.499,2,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",12 GB,7:30:00,Rendimiento,Neutral,Windows,Súper satisfecho
18,Femenino,Ciencias de la Salud,D,2299,1,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,5:30:06,Oferta,Poco influenciado,Windows,Súper satisfecho
22,Femenino,Ciencias Económicas y Empresariales,E,2500,5,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",32 GB,8:00:00,"Oferta, Rendimiento, Portabilidad",Neutral,Windows,Algo satisfecho
19,Femenino,Ciencias de la Salud,D,2700,5,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",No sé,3:30:00,Era la laptop de mi hermano mayor.,Nada influenciado,Windows,Neutral
21,Femenino,Ingeniería,E,2670,0 (Menos de 1 año),HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,4:00:00,Precio,Neutral,Windows,Neutral
17,Femenino,Ingeniería,B,3244,0 (Menos de 1 año),Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",24 gb ,5:00:00,"Precio, Rendimiento",Algo Influenciado,Windows,Súper satisfecho
18,Femenino,Ingeniería,B,2399,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,3:50:00,Precio,Neutral,Windows,Poco satisfecho
18,Femenino,Ciencias de la Salud,E,3200,1,Teros( es una computadora),"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,3:00:00,"Precio, Marca, Recomendación, Rendimiento, Portabilidad",Algo Influenciado,Windows,Súper satisfecho
18,Masculino,Ciencias Económicas y Empresariales,E,2000,4,Asus,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,5:27:00,"Recomendación, Portabilidad",Poco influenciado,Windows,Algo satisfecho
18,Masculino,Ingeniería,B,4500,4,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",24,24:30:16,Rendimiento,Poco influenciado,Windows,Algo satisfecho
21,Femenino,Ingeniería,B,2500,5,Acer,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,5:00:00,"Precio, Rendimiento, Portabilidad",Neutral,Windows,Algo satisfecho
19,Masculino,Ingeniería,A,5499,1,Apple,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",12 GB,6:30:00,"Portabilidad, Estética",Muy influenciado,MacOS,Súper satisfecho
20,Femenino,Computación,C,5000,0 (Menos de 1 año),Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,8:00:00,"Precio, Rendimiento",Poco influenciado,Linux,Súper satisfecho
19,Masculino,Ingeniería,A,2300,3,Acer,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",32 GB,3:00:00,"Precio, Rendimiento, Portabilidad",Nada influenciado,Windows,Algo satisfecho
21,Femenino,Ingeniería,C,3500,3,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",64 GB,5:00:00,Rendimiento,Poco influenciado,Windows,Neutral
22,Masculino,Ingeniería,B,4290.78,0 (Menos de 1 año),Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,5:00:00,Rendimiento,Nada influenciado,Windows,Súper satisfecho
18,Masculino,Ciencias Económicas y Empresariales,E,2350,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,10:55:57,"Recomendación, Rendimiento, Portabilidad",Neutral,Windows,Algo satisfecho
20,Femenino,Ingeniería,C,2100,2,Asus,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",16 GB,6:30:00,"Precio, Rendimiento, Portabilidad",Nada influenciado,Windows,Algo satisfecho
20,Masculino,Ingeniería,E,2700,2,Acer,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,4:00:00,Precio,Poco influenciado,Windows,Neutral
20,Masculino,Ingeniería,A,15000,2,Apple,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",16 GB,2:00:00,"Recomendación, Rendimiento",Neutral,MacOS,Poco satisfecho
19,Masculino,Ciencias Económicas y Empresariales,C,2500,3,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",32 GB,5:30:10,"Marca, Recomendación, Estética",Neutral,Windows,Algo satisfecho
19,Masculino,Ingeniería,B,2699.9,1,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,8:00:00,"Precio, Oferta, Marca, Rendimiento, Portabilidad",Nada influenciado,Windows,Neutral
20,Masculino,Ingeniería,B,2500,3,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,4:32:00,"Precio, Rendimiento, Portabilidad",Nada influenciado,Windows,Algo satisfecho
21,Femenino,Ingeniería,C,3000,5,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,4:23:00,"Marca, Recomendación, Portabilidad",Algo Influenciado,Windows,Algo satisfecho
20,Masculino,Ingeniería,B,5200,3,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,7:00:00,"Precio, Oferta, Recomendación, Rendimiento, Estética",Neutral,Windows,Súper satisfecho
21,Masculino,Ingeniería,E,1700,5,HP,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",64 GB,4:20:30,"Rendimiento, Portabilidad",Neutral,Windows,Súper satisfecho
18,Femenino,Ciencias Económicas y Empresariales,E,1300,0 (Menos de 1 año),Asus,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,2:30:00,"Precio, Marca, Rendimiento, Portabilidad",Neutral,Windows,Súper satisfecho
19,Femenino,Ciencias Económicas y Empresariales,E,3400,1,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,2:30:00,Oferta,Muy influenciado,Windows,Súper satisfecho
20,Femenino,Ciencias Económicas y Empresariales,A,3500,5,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,6:00:00,"Precio, Marca, Recomendación, Rendimiento",Neutral,Windows,Súper satisfecho
20,Masculino,"Turismo, Hotelería y Gastronomía",B,1700,7 años,Toshiba,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",32 GB,5:32:07,"Precio, Marca",Neutral,Windows,Neutral
18,Masculino,Computación,E,2500,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,3:30:00,"Precio, Marca, Rendimiento, Estética",Neutral,Windows,Algo satisfecho
99,Masculino,Ingeniería,B,10000.9,0 (Menos de 1 año),Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",200T,23:59:59,Ver porno en 4K full HD ,Nada influenciado,MacOS,Súper satisfecho
20,Femenino,Ciencias de la Salud,B,3759.24,1,Apple,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,16:00:00,"Precio, Marca, Rendimiento, Portabilidad, Estética",Poco influenciado,MacOS,Súper satisfecho
25,Masculino,Ingeniería,E,4300,0 (Menos de 1 año),MSI,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,10:00:00,"Precio, Marca, Recomendación, Rendimiento",Algo Influenciado,Windows,Algo satisfecho
18,Masculino,Ciencias Económicas y Empresariales,A,7800,0 (Menos de 1 año),Apple,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",64 GB,7:00:00,Rendimiento,Muy influenciado,MacOS,Súper satisfecho
18,Masculino,Computación,B,3579,0 (Menos de 1 año),Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,8:27:57,"Precio, Rendimiento",Neutral,Windows,Algo satisfecho
18,Femenino,Ingeniería,D,1284.29,1,Dell,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,12:15:00,"Precio, Marca, Recomendación, Portabilidad",Algo Influenciado,Windows,Algo satisfecho
21,Masculino,Ingeniería,B,2200,3,Asus,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",4 GB,9:00:00,"Precio, Rendimiento",Neutral,Windows,Súper satisfecho
21,Masculino,Ingeniería,C,4580,4,HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,2:00:00,"Precio, Rendimiento",Neutral,Windows,Súper satisfecho
18,Masculino,Computación,B,2400,4,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",12 GB,9:00:00,"Precio, Rendimiento",Nada influenciado,Windows,Neutral
20,Masculino,Ingeniería,A,4300,3,HP,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,5:25:34,"Precio, Recomendación, Rendimiento",Neutral,Windows,Súper satisfecho
19,Masculino,Ingeniería,B,2900,2,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,3:30:00,"Recomendación, Rendimiento, Portabilidad",Neutral,Windows,Súper satisfecho
21,Masculino,Ingeniería,D,3110,2,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,6:30:00,"Precio, Marca, Rendimiento",Poco influenciado,Windows,Neutral
20,Femenino,Ciencias Económicas y Empresariales,A,3500,3,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",500GB,4:00:00,"Precio, Marca, Recomendación, Rendimiento",Nada influenciado,Windows,Súper satisfecho
19,Femenino,Ciencias Económicas y Empresariales,C,2300,1,HP,"Convertible/Desmontable (Se pueden usar también como tablet o laptop. Ej: HP Spectre x360, Lenovo Yoga, Microsoft Surface Pro)",16 GB,2:30:06,Marca,Neutral,Windows,Súper satisfecho
18,Masculino,Ingeniería,A,6999.9,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,5:30:20,"Marca, Rendimiento",Muy influenciado,Windows,Súper satisfecho
20,Femenino,Ciencias Económicas y Empresariales,B,5500,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,6:30:00,Rendimiento,Neutral,Windows,Súper satisfecho
17,Femenino,Artes,C,720,2,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,4:03:04,Marca,Algo Influenciado,Windows,Algo satisfecho
28,Masculino,Ingeniería,C,3000,2,Acer,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",1 T,6:00:00,"Precio, Oferta, Marca, Recomendación, Rendimiento, Portabilidad",Neutral,Windows,Súper satisfecho
18,Femenino,Ciencias Económicas y Empresariales,B,1755,1,HP,"Convertible/Desmontable (Se pueden usar también como tablet o laptop. Ej: HP Spectre x360, Lenovo Yoga, Microsoft Surface Pro)",12 GB,4:30:00,Rendimiento,Algo Influenciado,Windows,Súper satisfecho
18,Femenino,Computación,C,3000.52,0 (Menos de 1 año),Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,5:24:01,"Precio, Rendimiento, Portabilidad",Nada influenciado,Windows,Súper satisfecho
17,Femenino,Ciencias Sociales,C,3845.9,5,HP,"Convertible/Desmontable (Se pueden usar también como tablet o laptop. Ej: HP Spectre x360, Lenovo Yoga, Microsoft Surface Pro)",32 GB,7:45:30,Rendimiento,Poco influenciado,Windows,Súper satisfecho
18,Femenino,Computación,B,3099,2,Apple,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",8 GB,5:00:00,"Marca, Recomendación, Rendimiento, Portabilidad, Estética",Muy influenciado,MacOS,Súper satisfecho
24,Masculino,Ciencias Exactas o Físicas,B,3500,8,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",12 GB,8:30:30,"Precio, Rendimiento, Portabilidad, Estética",Nada influenciado,Windows,Algo satisfecho
17,Masculino,Computación,E,3000,1,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",32 GB,6:00:00,"Precio, Rendimiento, Estética",Algo Influenciado,Windows,Súper satisfecho
20,Masculino,Ciencias Económicas y Empresariales,A,3500,2,MSI,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,4:00:00,"Marca, Rendimiento, Estética",Nada influenciado,Windows,Súper satisfecho
18,Masculino,Ingeniería,B,2999.9,1,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,2:00:00,"Precio, Oferta, Rendimiento",Nada influenciado,Windows,Súper satisfecho
18,Femenino,Ciencias Económicas y Empresariales,B,2.7,0 (Menos de 1 año),HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",12 GB,1:30:00,"Marca, Recomendación, Rendimiento, Estética",Nada influenciado,Windows,Neutral
18,Masculino,Computación,E,2999,0 (Menos de 1 año),Asus,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,10:37:18,"Marca, Rendimiento",Algo Influenciado,Windows,Poco satisfecho
19,Femenino,Ingeniería,E,1500,1,Acer,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",1 T,5:00:00,"Precio, Recomendación, Rendimiento",Nada influenciado,Windows,Súper satisfecho
24,Femenino,Ingeniería,E,2000,8,Dell,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",64 GB,8:00:00,"Precio, Oferta, Marca, Recomendación, Rendimiento, Portabilidad, Estética",Neutral,Windows,Poco satisfecho
21,Masculino,Ingeniería,A,7000,0 (Menos de 1 año),Apple,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",1 T,8:00:00,Rendimiento,Neutral,Windows,Neutral
20,Femenino,Ciencias Sociales,C,2100,0 (Menos de 1 año),Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",1 T,2:00:00,Rendimiento,Neutral,Windows,Súper satisfecho
17,Femenino,Ciencias Económicas y Empresariales,D,599.99,1,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,5:30:00,"Precio, Oferta, Recomendación",Algo Influenciado,Windows,Súper satisfecho
17,Masculino,Ciencias Económicas y Empresariales,C,4000,1,HP,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",1 T,5:00:00,"Precio, Marca",Algo Influenciado,Windows,Súper satisfecho
18,Masculino,Ingeniería,C,4900,1,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,10:45:00,"Oferta, Rendimiento",Neutral,Windows,Súper satisfecho
18,Masculino,Ingeniería,B,3599.9,1,Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",64 GB,3:00:00,"Precio, Marca, Recomendación, Rendimiento, Estética",Algo Influenciado,Windows,Súper satisfecho
18,Femenino,Ciencias Sociales,D,5999,0 (Menos de 1 año),Apple,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",64 GB,18:00:00,"Precio, Marca, Rendimiento, Portabilidad",Algo Influenciado,MacOS,Súper satisfecho
18,Femenino,Ciencias Naturales o Biológicas,B,2000,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,8:00:00,"Recomendación, Rendimiento, Portabilidad",Algo Influenciado,Windows,Súper satisfecho
18,Masculino,Ingeniería,E,2599.99,2,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",32 GB,5:30:00,"Precio, Oferta",Algo Influenciado,Windows,Súper satisfecho
52,Masculino,Derecho y Ciencias Jurídicas,B,2500,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,3:00:00,"Marca, Rendimiento, Portabilidad",Algo Influenciado,Windows,Algo satisfecho
18,Masculino,Ciencias de la Salud,C,3599,1,HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,5:00:00,Rendimiento,Algo Influenciado,Windows,Súper satisfecho
20,Femenino,Ingeniería,B,2500,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,3:00:00,Marca,Algo Influenciado,Windows,Algo satisfecho
18,Masculino,Computación,C,5610,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,6:00:00,"Oferta, Marca, Recomendación, Rendimiento, Portabilidad, Estética",Nada influenciado,Windows,Súper satisfecho
18,Masculino,Ingeniería,C,4500,0 (Menos de 1 año),Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,4:34:00,"Precio, Rendimiento, Portabilidad",Nada influenciado,Windows,Súper satisfecho
18,Masculino,Computación,B,3500,4,Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,10:00:00,"Marca, Rendimiento, Portabilidad, Estética",Nada influenciado,Windows,Súper satisfecho
18,Femenino,Artes,C,2500,10 años,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",64 GB,2:30:00,"Precio, Oferta, Marca, Recomendación",Nada influenciado,Windows,Algo satisfecho
18,Masculino,Ingeniería,E,4499.9,0 (Menos de 1 año),Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",12 GB,8:40:20,Rendimiento,Neutral,Windows,Súper satisfecho
18,Masculino,Computación,A,4700,2,HP,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,6:40:22,Portabilidad,Neutral,Windows,Súper satisfecho
19,Masculino,Ingeniería,E,2700,0 (Menos de 1 año),Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",4 GB,2:10:59,"Precio, Oferta, Marca, Recomendación, Rendimiento, Portabilidad, Estética",Muy influenciado,Windows,Algo satisfecho
18,Masculino,Ingeniería,C,3600,1,Microsoft,"Convertible/Desmontable (Se pueden usar también como tablet o laptop. Ej: HP Spectre x360, Lenovo Yoga, Microsoft Surface Pro)",64 GB,12:30:15,"Precio, Marca, Portabilidad",Algo Influenciado,Windows,Muy insatisfecho
21,Masculino,Ingeniería,E,2750,0 (Menos de 1 año),Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,7:08:09,"Recomendación, Rendimiento",Nada influenciado,Windows,Algo satisfecho
18,Masculino,Ingeniería,E,2499.9,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,8:00:00,"Precio, Oferta, Recomendación, Rendimiento",Algo Influenciado,Windows,Algo satisfecho
20,Masculino,Computación,E,5000,1,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",64 GB,12:00:00,"Precio, Rendimiento",Algo Influenciado,Windows,Muy insatisfecho
18,Masculino,Computación,C,4200,1,victus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,5:30:00,Universidad,Poco influenciado,Windows,Súper satisfecho
18,Masculino,Ingeniería,A,4000,1,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,3:50:00,"Precio, Oferta, Rendimiento",Poco influenciado,Windows,Súper satisfecho
18,Masculino,Agronomía y Ciencias Veterinarias,C,2200,4,HP,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",8 GB,6:35:00,"Precio, Marca, Rendimiento",Neutral,Windows,Neutral
18,Masculino,Ingeniería,E,2500,0 (Menos de 1 año),Asus,"Ultrabook (Ligeras y delgadas. Ej: MacBook Air, Dell XPS 13, Asus ZenBook)",16 GB,8:00:00,"Precio, Oferta, Marca, Rendimiento",Poco influenciado,Windows,Algo satisfecho
18,Masculino,Ingeniería,C,7500,0 (Menos de 1 año),MSI,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,5:14:06,"Oferta, Marca, Recomendación, Rendimiento",Algo Influenciado,Windows,Súper satisfecho
20,Femenino,Ingeniería,E,4100,0 (Menos de 1 año),Lenovo,"Empresarial (Productividad y seguridad. Ej: Lenovo ThinkPad, Dell Latitude)",8 GB,10:00:00,"Precio, Marca, Rendimiento",Algo Influenciado,Windows,Algo satisfecho
19,Masculino,Ingeniería,D,4300,0 (Menos de 1 año),Acer,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,6:00:00,"Marca, Recomendación, Rendimiento",Neutral,Windows,Súper satisfecho
24,Masculino,Ingeniería,D,3500,5,Dell,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,12:00:00,"Recomendación, Rendimiento",Neutral,Windows,Súper satisfecho
19,Masculino,Ingeniería,C,5500,2,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,8:30:00,Rendimiento,Algo Influenciado,Windows,Súper satisfecho
18,Masculino,Ingeniería,B,3599,0 (Menos de 1 año),Lenovo,"Tradicional (Básicas estándar. Ej: HP Pavilion, Lenovo IdeaPad)",16 GB,5:00:00,"Precio, Marca, Rendimiento",Neutral,Windows,Súper satisfecho
19,Masculino,Ingeniería,C,4567.9,5,Acer,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",8 GB,12:30:00,"Precio, Marca, Rendimiento, Portabilidad",Algo Influenciado,Windows,Algo satisfecho
19,Masculino,Ciencias Económicas y Empresariales,D,2999.9,1,MSI,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",12 GB,3:00:00,Oferta,Nada influenciado,Windows,Algo satisfecho
54,Masculino,Derecho y Ciencias Jurídicas,B,4300,4,Lenovo,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,10:00:00,Recomendación,Neutral,Windows,Súper satisfecho
21,Femenino,Ingeniería,C,3500,4,Dell,"Orientada a diseño (Rendimiento gráfico. Ej: MacBook Pro, Microsoft Surface Laptop Studio)",1 T,14:00:59,"Precio, Recomendación, Rendimiento, Portabilidad",Neutral,Windows,Súper satisfecho
19,Masculino,Ingeniería,E,4000,1,Asus,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",8 GB,6:10:00,"Precio, Oferta, Marca, Recomendación, Rendimiento, Portabilidad, Estética",Algo Influenciado,Windows,Súper satisfecho
17,Femenino,Ingeniería,B,6707.89,2,Lenovo,"Convertible/Desmontable (Se pueden usar también como tablet o laptop. Ej: HP Spectre x360, Lenovo Yoga, Microsoft Surface Pro)",16 GB,1:57:00,"Recomendación, Rendimiento, Portabilidad",Poco influenciado,Windows,Súper satisfecho
20,Masculino,Ingeniería,D,3200,0 (Menos de 1 año),HP,"Gamer (Potentes. Ej: ASUS ROG, Acer Predator, HP Omen)",16 GB,8:00:00,"Precio, Marca, Rendimiento",Nada influenciado,Windows,Súper satisfecho
